title,price,image_url,item_id,item_url
NIIMBOT D110-M Label Maker Machine Thermal Bluetooth Portable Label Printer,19.99 USD,http://i.ebayimg.sandbox.ebay.com/images/g/AIoAAOSwLHpn08GE/s-l225.jpg,v1|110577326431|0,https://cgi.sandbox.ebay.com/itm/NIIMBOT-D110-M-Label-Maker-Machine-Thermal-Bluetooth-Portable-Label-Printer/110577326431?src=urllib&_skw=printer&hash=item19beec195f:g:AIoAAOSwLHpn08GE
4PK High Pages 923 923e Ink Cartridges Use for HP Printers OfficeJet Pro 8123,49.99 USD,http://i.ebayimg.sandbox.ebay.com/images/g/UwgAAOSwDKRnypcF/s-l225.jpg,v1|110576230731|0,https://cgi.sandbox.ebay.com/itm/4PK-High-Pages-923-923e-Ink-Cartridges-Use-for-HP-Printers-OfficeJet-Pro-8123/110576230731?src=urllib&_skw=printer&hash=item19bedb614b:g:UwgAAOSwDKRnypcF
Presale Sovol SV06Plus ACE 3D Printer Open Source Stable Z-axis 500mm/s Printing,349.00 USD,http://i.ebayimg.sandbox.ebay.com/images/g/~UkAAOSw9elnvtUc/s-l225.jpg,v1|110572777430|0,https://cgi.sandbox.ebay.com/itm/Presale-Sovol-SV06Plus-ACE-3D-Printer-Open-Source-Stable-Z-axis-500mm-s-Printing/110572777430?src=urllib&_skw=printer&hash=item19bea6afd6:g:~UkAAOSw9elnvtUc
Presale Sovol SV06Plus ACE 3D Printer Open Source Stable Z-axis 500mm/s Printing,349.00 USD,http://i.ebayimg.sandbox.ebay.com/images/g/HTsAAOSwPQ9nvtVb/s-l225.jpg,v1|110572777431|0,https://cgi.sandbox.ebay.com/itm/Presale-Sovol-SV06Plus-ACE-3D-Printer-Open-Source-Stable-Z-axis-500mm-s-Printing/110572777431?src=urllib&_skw=printer&hash=item19bea6afd7:g:HTsAAOSwPQ9nvtVb
"For Dell OEM Inspiron 15 3510 3515 15.6"" LCD LED WXGAHD Widescreen 78KFY new",51.00 USD,http://i.ebayimg.sandbox.ebay.com/images/g/keEAAOSwaXpnfj3E/s-l225.jpg,v1|110576811587|0,https://cgi.sandbox.ebay.com/itm/For-Dell-OEM-Inspiron-15-3510-3515-15-6-LCD-LED-WXGAHD-Widescreen-78KFY-new/110576811587?src=urllib&_skw=Dell&hash=item19bee43e43:g:keEAAOSwaXpnfj3E
SKOWER 42Wh WDX0R Battery For Dell Inspiron 13 5378 5368 7378 5568 15 5567 WDXOR,15.99 USD,http://i.ebayimg.sandbox.ebay.com/images/g/PcYAAOSwskNnypdq/s-l225.jpg,v1|110576236888|0,https://cgi.sandbox.ebay.com/itm/SKOWER-42Wh-WDX0R-Battery-For-Dell-Inspiron-13-5378-5368-7378-5568-15-5567-WDXOR/110576236888?src=urllib&_skw=Dell&hash=item19bedb7958:g:PcYAAOSwskNnypdq
SKOWER 42Wh WDX0R Battery For Dell Inspiron 13 5378 5368 7378 5568 15 5567 WDXOR,15.99 USD,http://i.ebayimg.sandbox.ebay.com/images/g/PcYAAOSwskNnypdq/s-l225.jpg,v1|110576236967|0,https://cgi.sandbox.ebay.com/itm/SKOWER-42Wh-WDX0R-Battery-For-Dell-Inspiron-13-5378-5368-7378-5568-15-5567-WDXOR/110576236967?src=urllib&_skw=Dell&hash=item19bedb79a7:g:PcYAAOSwskNnypdq
"New Open Box Lenovo ThinkPad P16 Gen 2 16"" Intel i9-13950HX 32GB RAM 1TB SSD",98.17 USD,http://i.ebayimg.sandbox.ebay.com/images/g/3yEAAOSwzbxnbiM3/s-l225.jpg,v1|110571819785|0,https://cgi.sandbox.ebay.com/itm/New-Open-Box-Lenovo-ThinkPad-P16-Gen-2-16-Intel-i9-13950HX-32GB-RAM-1TB-SSD/110571819785?src=urllib&_skw=Lenovo&hash=item19be981309:g:3yEAAOSwzbxnbiM3
5B21J05043 For Lenovo 100e Chromebook Gen 3 Motherboard N4500 4G 64G EMMC,135.98 USD,http://i.ebayimg.sandbox.ebay.com/images/g/ij4AAOSw261l6EYr/s-l225.jpg,v1|110572513070|0,https://cgi.sandbox.ebay.com/itm/5B21J05043-For-Lenovo-100e-Chromebook-Gen-3-Motherboard-N4500-4G-64G-EMMC/110572513070?src=urllib&_skw=Lenovo&hash=item19bea2a72e:g:ij4AAOSw261l6EYr
Apple MacBook Pro MB990LL/A 13.3 in. Notebook NEW,500.00 USD,No Image,v1|110577910472|0,https://cgi.sandbox.ebay.com/itm/Apple-MacBook-Pro-MB990LL-A-13-3-in-Notebook-NEW/110577910472?src=urllib&_skw=Macbook&hash=item19bef502c8:i:110577910472
Apple MacBook Pro MB990LL/A 13.3 in. Notebook NEW,500.00 USD,No Image,v1|110577732801|0,https://cgi.sandbox.ebay.com/itm/Apple-MacBook-Pro-MB990LL-A-13-3-in-Notebook-NEW/110577732801?src=urllib&_skw=Macbook&hash=item19bef24cc1:i:110577732801
Apple MacBook Pro MB990LL/A 13.3 in. Notebook NEW,500.00 USD,No Image,v1|110577681056|0,https://cgi.sandbox.ebay.com/itm/Apple-MacBook-Pro-MB990LL-A-13-3-in-Notebook-NEW/110577681056?src=urllib&_skw=Macbook&hash=item19bef182a0:i:110577681056
Old Simple Product Test Product Apple MacBook Pro MB990LL/A 13.3,6.66 USD,No Image,v1|110577018103|0,https://cgi.sandbox.ebay.com/itm/Old-Simple-Product-Test-Product-Apple-MacBook-Pro-MB990LL-A-13-3/110577018103?src=urllib&_skw=Macbook&hash=item19bee764f7:i:110577018103
Old Variants Product Test Product Apple MacBook Pro MB990LL/A 13.3,7.77 USD,No Image,v1|110577018152|410109996761,https://cgi.sandbox.ebay.com/itm/Old-Variants-Product-Test-Product-Apple-MacBook-Pro-MB990LL-A-13-3/110577018152?src=urllib&_skw=Macbook&hash=item19bee76528:i:110577018152
Apple MacBook Pro MB990LL/A 13.3 in. Notebook NEW,500.00 USD,No Image,v1|110577326729|0,https://cgi.sandbox.ebay.com/itm/Apple-MacBook-Pro-MB990LL-A-13-3-in-Notebook-NEW/110577326729?src=urllib&_skw=Macbook&hash=item19beec1a89:i:110577326729
MacBook Pro 512GB,400.23 USD,http://i.ebayimg.sandbox.ebay.com/images/g/nwsAAOSwo~dn0rBD/s-l225.jpg,v1|110577322542|0,https://cgi.sandbox.ebay.com/itm/MacBook-Pro-512GB/110577322542?src=urllib&_skw=Macbook&hash=item19beec0a2e:g:nwsAAOSwo~dn0rBD
MacBook Air 13-inch 2024 M3 / 16GB RAM / 512GB SSD / 10-Core GPU / Space Gray,1029.00 USD,http://i.ebayimg.sandbox.ebay.com/images/g/MUgAAOSwgmNmTkdP/s-l225.jpg,v1|110576814219|0,https://cgi.sandbox.ebay.com/itm/MacBook-Air-13-inch-2024-M3-16GB-RAM-512GB-SSD-10-Core-GPU-Space-Gray/110576814219?src=urllib&_skw=Macbook&hash=item19bee4488b:g:MUgAAOSwgmNmTkdP
Apple MacBook Pro MB990LL/A 13.3 in. Notebook NEW,500.00 USD,http://i.ebayimg.sandbox.ebay.com/images/g/txsAAOSwcK1nhO44/s-l225.jpg,v1|110577325040|0,https://cgi.sandbox.ebay.com/itm/Apple-MacBook-Pro-MB990LL-A-13-3-in-Notebook-NEW/110577325040?src=urllib&_skw=Macbook&hash=item19beec13f0:g:txsAAOSwcK1nhO44
2024 Apple MacBook Air 13-inch M3 Chip 16GB RAM 256GB SSD Midnight MC8K4LL/A,859.00 USD,http://i.ebayimg.sandbox.ebay.com/images/g/d2QAAOSwhTlnk8rQ/s-l225.jpg,v1|110576814212|0,https://cgi.sandbox.ebay.com/itm/2024-Apple-MacBook-Air-13-inch-M3-Chip-16GB-RAM-256GB-SSD-Midnight-MC8K4LL-A/110576814212?src=urllib&_skw=Macbook&hash=item19bee44884:g:d2QAAOSwhTlnk8rQ
Apple MacBook Pro MB990LL/A 13.3 in. Notebook NEW,99.88 USD,No Image,v1|110575598525|410109986820,https://cgi.sandbox.ebay.com/itm/Apple-MacBook-Pro-MB990LL-A-13-3-in-Notebook-NEW/110575598525?src=urllib&_skw=Macbook&hash=item19bed1bbbd:i:110575598525
Apple MacBook Pro MB990LL/A 13.3 in. Notebook NEW,500.00 USD,No Image,v1|110576916518|0,https://cgi.sandbox.ebay.com/itm/Apple-MacBook-Pro-MB990LL-A-13-3-in-Notebook-NEW/110576916518?src=urllib&_skw=Macbook&hash=item19bee5d826:i:110576916518
Curry Apple MacBook Pro NEW,5.00 USD,No Image,v1|110575501623|0,https://cgi.sandbox.ebay.com/itm/Curry-Apple-MacBook-Pro-NEW/110575501623?src=urllib&_skw=Macbook&hash=item19bed04137:i:110575501623
Apple MacBook Pro MB990LL/A 13.3 in. Notebook NEW,500.00 USD,No Image,v1|110576811700|0,https://cgi.sandbox.ebay.com/itm/Apple-MacBook-Pro-MB990LL-A-13-3-in-Notebook-NEW/110576811700?src=urllib&_skw=Macbook&hash=item19bee43eb4:i:110576811700
Apple MacBook Pro MB990LL/A 13.3 in. Notebook NEW,500.00 USD,No Image,v1|110576811110|0,https://cgi.sandbox.ebay.com/itm/Apple-MacBook-Pro-MB990LL-A-13-3-in-Notebook-NEW/110576811110?src=urllib&_skw=Macbook&hash=item19bee43c66:i:110576811110
Apple MacBook Pro MBfgsgsdg990LL/A 13.3 infsdg. Notebook NEW,50.00 USD,No Image,v1|110572774926|0,https://cgi.sandbox.ebay.com/itm/Apple-MacBook-Pro-MBfgsgsdg990LL-A-13-3-infsdg-Notebook-NEW/110572774926?src=urllib&_skw=Macbook&hash=item19bea6a60e:i:110572774926
Apple MacBook Pro MB990LL/A 13.3 in. Notebook NEW,500.00 USD,No Image,v1|110576704605|0,https://cgi.sandbox.ebay.com/itm/Apple-MacBook-Pro-MB990LL-A-13-3-in-Notebook-NEW/110576704605?src=urllib&_skw=Macbook&hash=item19bee29c5d:i:110576704605
Apple MacBook Pro MB990LL/A 13.3 in. Notebook NEW test 02,5.00 USD,No Image,v1|110571451908|0,https://cgi.sandbox.ebay.com/itm/Apple-MacBook-Pro-MB990LL-A-13-3-in-Notebook-NEW-test-02/110571451908?src=urllib&_skw=Macbook&hash=item19be927604:i:110571451908
Apple MacBook Pro MB990LL/A 13.3 in. Notebook NEW,500.00 USD,No Image,v1|110576380835|0,https://cgi.sandbox.ebay.com/itm/Apple-MacBook-Pro-MB990LL-A-13-3-in-Notebook-NEW/110576380835?src=urllib&_skw=Macbook&hash=item19beddaba3:i:110576380835
Apple MacBook Pro MB990LL/A 13.3 in. Notebook NEW,500.00 USD,No Image,v1|110576455489|0,https://cgi.sandbox.ebay.com/itm/Apple-MacBook-Pro-MB990LL-A-13-3-in-Notebook-NEW/110576455489?src=urllib&_skw=Macbook&hash=item19bedecf41:i:110576455489
"Ultra Slim Wireless Keyboard & Mouse Combo, Mini 2.4G for USB Devices",16.20 USD,http://i.ebayimg.sandbox.ebay.com/images/g/a8YAAOSwwetn0~y~/s-l225.jpg,v1|110577335521|410109997391,https://cgi.sandbox.ebay.com/itm/Ultra-Slim-Wireless-Keyboard-Mouse-Combo-Mini-2-4G-for-USB-Devices/110577335521?src=urllib&_skw=keyboard&hash=item19beec3ce1:g:a8YAAOSwwetn0~y~
"Urao Tablet 10.1"" Android 14 Octa-Core Tablets,10GB+64GB With Keyboard/Mouse IPS",157.98 USD,http://i.ebayimg.sandbox.ebay.com/images/g/m0YAAOSwo~dnwS3U/s-l225.jpg,v1|110573618619|0,https://cgi.sandbox.ebay.com/itm/Urao-Tablet-10-1-Android-14-Octa-Core-Tablets-10GB-64GB-With-Keyboard-Mouse-IPS/110573618619?src=urllib&_skw=keyboard&hash=item19beb385bb:g:m0YAAOSwo~dnwS3U
"Ultra Slim Wireless Keyboard & Mouse Combo, Mini 2.4G for USB Devices",16.20 USD,http://i.ebayimg.sandbox.ebay.com/images/g/a8YAAOSwwetn0~y~/s-l225.jpg,v1|110577335521|410109997391,https://cgi.sandbox.ebay.com/itm/Ultra-Slim-Wireless-Keyboard-Mouse-Combo-Mini-2-4G-for-USB-Devices/110577335521?src=urllib&_skw=mouse&hash=item19beec3ce1:g:a8YAAOSwwetn0~y~
"Urao Tablet 10.1"" Android 14 Octa-Core Tablets,10GB+64GB With Keyboard/Mouse IPS",157.98 USD,http://i.ebayimg.sandbox.ebay.com/images/g/m0YAAOSwo~dnwS3U/s-l225.jpg,v1|110573618619|0,https://cgi.sandbox.ebay.com/itm/Urao-Tablet-10-1-Android-14-Octa-Core-Tablets-10GB-64GB-With-Keyboard-Mouse-IPS/110573618619?src=urllib&_skw=mouse&hash=item19beb385bb:g:m0YAAOSwo~dnwS3U
5B21J05043 For Lenovo 100e Chromebook Gen 3 Motherboard N4500 4G 64G EMMC,135.98 USD,http://i.ebayimg.sandbox.ebay.com/images/g/ij4AAOSw261l6EYr/s-l225.jpg,v1|110572513070|0,https://cgi.sandbox.ebay.com/itm/5B21J05043-For-Lenovo-100e-Chromebook-Gen-3-Motherboard-N4500-4G-64G-EMMC/110572513070?src=urllib&_skw=motherboard&hash=item19bea2a72e:g:ij4AAOSw261l6EYr
For ASUS FX505D FX505DU FX505DV laptop Motherboard R5 R7 RTX2060-6G mainboard,193.80 USD,http://i.ebayimg.sandbox.ebay.com/images/g/SOIAAOSwDyBneOAX/s-l225.jpg,v1|110574088460|410109983947,https://cgi.sandbox.ebay.com/itm/For-ASUS-FX505D-FX505DU-FX505DV-laptop-Motherboard-R5-R7-RTX2060-6G-mainboard/110574088460?src=urllib&_skw=motherboard&hash=item19bebab10c:g:SOIAAOSwDyBneOAX
AirPods 2nd Generation with Charging Case - White,55.00 USD,http://i.ebayimg.sandbox.ebay.com/images/g/pSAAAOSw~qJnxqul/s-l225.jpg,v1|110575175541|0,https://cgi.sandbox.ebay.com/itm/AirPods-2nd-Generation-with-Charging-Case-White/110575175541?src=urllib&_skw=airpod&hash=item19becb4775:g:pSAAAOSw~qJnxqul
Iphone 25 Pro e,97.50 USD,http://i.ebayimg.sandbox.ebay.com/images/g/J54AAOSw9blnvGf6/s-l225.jpg,v1|110572565705|0,https://cgi.sandbox.ebay.com/itm/Iphone-25-Pro-e/110572565705?src=urllib&_skw=iphone&hash=item19bea374c9:g:J54AAOSw9blnvGf6
3X For iPhone 16 15 14 13 12 11 Pro Max  Privacy Tempered Glass Screen Protector,5.95 USD,http://i.ebayimg.sandbox.ebay.com/images/g/jrIAAOSwVIFmXPg4/s-l225.jpg,v1|110576814332|410109994998,https://cgi.sandbox.ebay.com/itm/3X-For-iPhone-16-15-14-13-12-11-Pro-Max-Privacy-Tempered-Glass-Screen-Protector/110576814332?src=urllib&_skw=iphone&hash=item19bee448fc:g:jrIAAOSwVIFmXPg4
My Test IPhone,202.70 USD,No Image,v1|110571452336|410109972574,https://cgi.sandbox.ebay.com/itm/My-Test-IPhone/110571452336?src=urllib&_skw=iphone&hash=item19be9277b0:i:110571452336
For  iPhone 8 7 Plus X Xs Max XRCASE ME Wallet Case Flip Card Holder Cover ,9.99 USD,http://i.ebayimg.sandbox.ebay.com/images/g/H6oAAOSwPQ9nyCO1/s-l225.jpg,v1|110575555751|410109987211,https://cgi.sandbox.ebay.com/itm/For-iPhone-8-7-Plus-X-Xs-Max-XRCASE-ME-Wallet-Case-Flip-Card-Holder-Cover/110575555751?src=urllib&_skw=iphone&hash=item19bed114a7:g:H6oAAOSwPQ9nyCO1
For  iPhone 8 7 Plus X Xs Max XRCASE ME Wallet Case Flip Card Holder Cover ,9.99 USD,No Image,v1|110575556195|410109988837,https://cgi.sandbox.ebay.com/itm/For-iPhone-8-7-Plus-X-Xs-Max-XRCASE-ME-Wallet-Case-Flip-Card-Holder-Cover/110575556195?src=urllib&_skw=iphone&hash=item19bed11663:i:110575556195
For  iPhone 8 7 Plus X Xs Max XRCASE ME Wallet Case Flip Card Holder Cover ,9.99 USD,http://i.ebayimg.sandbox.ebay.com/images/g/gDgAAOSw5rxnyC~r/s-l225.jpg,v1|110575584873|410109989229,https://cgi.sandbox.ebay.com/itm/For-iPhone-8-7-Plus-X-Xs-Max-XRCASE-ME-Wallet-Case-Flip-Card-Holder-Cover/110575584873?src=urllib&_skw=iphone&hash=item19bed18669:g:gDgAAOSw5rxnyC~r
For iPhone 16 15 Plus 14 13 12 X Pro Max Shockproof Cover Phone Case Cinnamoroll,23.20 USD,http://i.ebayimg.sandbox.ebay.com/images/g/~ZwAAOSw9elnv~yB/s-l225.jpg,v1|110573189527|410109980283,https://cgi.sandbox.ebay.com/itm/For-iPhone-16-15-Plus-14-13-12-X-Pro-Max-Shockproof-Cover-Phone-Case-Cinnamoroll/110573189527?src=urllib&_skw=iphone&hash=item19beacf997:g:~ZwAAOSw9elnv~yB
For iPhone 16 15 Plus 14 13 12 X Pro Max Shockproof Cover Phone Case Cinnamoroll,23.20 USD,http://i.ebayimg.sandbox.ebay.com/images/g/fkIAAOSw5rxnv~zf/s-l225.jpg,v1|110573190282|410109980444,https://cgi.sandbox.ebay.com/itm/For-iPhone-16-15-Plus-14-13-12-X-Pro-Max-Shockproof-Cover-Phone-Case-Cinnamoroll/110573190282?src=urllib&_skw=iphone&hash=item19beacfc8a:g:fkIAAOSw5rxnv~zf
For iPhone 16 15 Plus 14 13 12 X Pro Max Shockproof Cover Phone Case Cinnamoroll,23.20 USD,http://i.ebayimg.sandbox.ebay.com/images/g/mvsAAOSwo~dnv~y6/s-l225.jpg,v1|110573189927|410109980966,https://cgi.sandbox.ebay.com/itm/For-iPhone-16-15-Plus-14-13-12-X-Pro-Max-Shockproof-Cover-Phone-Case-Cinnamoroll/110573189927?src=urllib&_skw=iphone&hash=item19beacfb27:g:mvsAAOSwo~dnv~y6
For iPhone 16 15 Plus 14 13 12 X Pro Max Shockproof Cover Phone Case Cinnamoroll,23.20 USD,http://i.ebayimg.sandbox.ebay.com/images/g/uHoAAOSweU5nv~~b/s-l225.jpg,v1|110573198408|410109980524,https://cgi.sandbox.ebay.com/itm/For-iPhone-16-15-Plus-14-13-12-X-Pro-Max-Shockproof-Cover-Phone-Case-Cinnamoroll/110573198408?src=urllib&_skw=iphone&hash=item19bead1c48:g:uHoAAOSweU5nv~~b
For iPhone 16 15 Plus 14 13 12 X Pro Max Shockproof Cover Phone Case Cinnamoroll,23.20 USD,http://i.ebayimg.sandbox.ebay.com/images/g/uHoAAOSweU5nv~~b/s-l225.jpg,v1|110573198999|410109980603,https://cgi.sandbox.ebay.com/itm/For-iPhone-16-15-Plus-14-13-12-X-Pro-Max-Shockproof-Cover-Phone-Case-Cinnamoroll/110573198999?src=urllib&_skw=iphone&hash=item19bead1e97:g:uHoAAOSweU5nv~~b
NEW Samsung Galaxy Note 20 Ultra 5G 128GB Unlocked Smartphone SM-N986U1 ,307.58 USD,http://i.ebayimg.sandbox.ebay.com/images/g/CLwAAOSwZhpnwnGf/s-l225.jpg,v1|110577280705|410109996787,https://cgi.sandbox.ebay.com/itm/NEW-Samsung-Galaxy-Note-20-Ultra-5G-128GB-Unlocked-Smartphone-SM-N986U1/110577280705?src=urllib&_skw=smartphone&hash=item19beeb66c1:g:CLwAAOSwZhpnwnGf
Product1,37.40 USD,http://i.ebayimg.sandbox.ebay.com/images/g/gW8AAOSw5rxnzp5i/s-l225.jpg,v1|110576811743|0,https://cgi.sandbox.ebay.com/itm/Product1/110576811743?src=urllib&_skw=smartphone&hash=item19bee43edf:g:gW8AAOSw5rxnzp5i
Woollen T-Shirts,30.00 USD,http://i.ebayimg.sandbox.ebay.com/images/g/InIAAOSwPQ9n0~QO/s-l225.jpg,v1|110577326757|0,https://cgi.sandbox.ebay.com/itm/Woollen-T-Shirts/110577326757?src=urllib&_skw=smartphone&hash=item19beec1aa5:g:InIAAOSwPQ9n0~QO
Test product description,71.50 USD,http://i.ebayimg.sandbox.ebay.com/images/g/QkQAAOSwdRxnzryH/s-l225.jpg,v1|110576811936|0,https://cgi.sandbox.ebay.com/itm/Test-product-description/110576811936?src=urllib&_skw=smartphone&hash=item19bee43fa0:g:QkQAAOSwdRxnzryH
產品 1,3.34 USD,http://i.ebayimg.sandbox.ebay.com/images/g/aXYAAOSwwetnyV2a/s-l225.jpg,v1|110575904924|0,https://cgi.sandbox.ebay.com/itm/1/110575904924?src=urllib&_skw=smartphone&hash=item19bed6689c:g:aXYAAOSwwetnyV2a
無線藍牙耳機,59.00 USD,http://i.ebayimg.sandbox.ebay.com/images/g/gtsAAOSw5rxn0sdO/s-l225.jpg,v1|110577322751|0,https://cgi.sandbox.ebay.com/itm/-/110577322751?src=urllib&_skw=smartphone&hash=item19beec0aff:g:gtsAAOSw5rxn0sdO
無線藍牙耳機,1.79 USD,http://i.ebayimg.sandbox.ebay.com/images/g/gmUAAOSw5rxn0SxA/s-l225.jpg,v1|110577018070|0,https://cgi.sandbox.ebay.com/itm/-/110577018070?src=urllib&_skw=smartphone&hash=item19bee764d6:g:gmUAAOSw5rxn0SxA
Iphone 25 Pro e,97.50 USD,http://i.ebayimg.sandbox.ebay.com/images/g/J54AAOSw9blnvGf6/s-l225.jpg,v1|110572565705|0,https://cgi.sandbox.ebay.com/itm/Iphone-25-Pro-e/110572565705?src=urllib&_skw=smartphone&hash=item19bea374c9:g:J54AAOSw9blnvGf6
NEW Samsung Galaxy S20 Ultra 5G SM-G988U1 12+128GB US STOCK Smartphone Unlocked ,252.22 USD,http://i.ebayimg.sandbox.ebay.com/images/g/5rUAAOSwii1nrlPk/s-l225.jpg,v1|110571451249|410109972845,https://cgi.sandbox.ebay.com/itm/NEW-Samsung-Galaxy-S20-Ultra-5G-SM-G988U1-12-128GB-US-STOCK-Smartphone-Unlocked/110571451249?src=urllib&_skw=smartphone&hash=item19be927371:g:5rUAAOSwii1nrlPk
Metallor Smartphone Guitar Capo  Phone Mount Learning & Playing Guitars,19.90 USD,http://i.ebayimg.sandbox.ebay.com/images/g/nWIAAOSwo~dnyqg6/s-l225.jpg,v1|110576252949|0,https://cgi.sandbox.ebay.com/itm/Metallor-Smartphone-Guitar-Capo-Phone-Mount-Learning-Playing-Guitars/110576252949?src=urllib&_skw=smartphone&hash=item19bedbb815:g:nWIAAOSwo~dnyqg6
Metallor Smartphone Guitar Capo  Phone Mount Learning & Playing Guitars,19.90 USD,http://i.ebayimg.sandbox.ebay.com/images/g/nWMAAOSwo~dnyqrg/s-l225.jpg,v1|110576256372|0,https://cgi.sandbox.ebay.com/itm/Metallor-Smartphone-Guitar-Capo-Phone-Mount-Learning-Playing-Guitars/110576256372?src=urllib&_skw=smartphone&hash=item19bedbc574:g:nWMAAOSwo~dnyqrg
